account_index,fraud_probability,risk_tier,shap_feature_1,shap_value_1,shap_feature_2,shap_value_2,shap_feature_3,shap_value_3,shap_feature_4,shap_value_4,shap_feature_5,shap_value_5
836148,0.036741596,LOW,device_os_windows,-0.9421494,employment_risk,-0.77399814,phone_home_valid,-0.7472357,payment_type_AC,-0.5433222,payment_type_AB,0.3444229
932711,0.07547948,LOW,device_os_windows,-1.4248774,customer_age,-0.6473386,device_os_other,0.6255409,payment_type_AC,-0.53605616,current_address_months_count,-0.50445086
922908,0.052195746,LOW,device_os_windows,-1.6657394,device_os_other,0.6798278,phone_home_valid,-0.58658177,keep_alive_session,-0.58077097,payment_type_AC,-0.3012833
862466,0.045302264,LOW,email_is_free,-1.0814414,device_os_windows,-0.90363145,keep_alive_session,-0.5824284,email_risk,0.57392955,current_address_months_count,0.4357688
918326,0.0038547025,LOW,device_os_windows,-0.9761077,current_address_months_count,-0.7962547,keep_alive_session,-0.695003,payment_type_AC,-0.507901,address_stability,-0.46430737
836151,0.065090835,LOW,email_is_free,-0.9708395,device_os_windows,-0.84477276,phone_home_valid,-0.68322104,velocity_4w,0.576622,payment_type_AC,-0.5419551
988588,0.0048273983,LOW,device_os_windows,-1.2893311,current_address_months_count,-0.98540914,email_is_free,-0.941082,device_os_macintosh,0.8220752,keep_alive_session,-0.8212624
972146,0.068926886,LOW,device_os_windows,-1.4629548,email_is_free,-0.98804635,device_os_other,0.63070416,email_risk,0.56747353,payment_type_AC,-0.47622347
991451,0.07763234,LOW,device_os_windows,-0.9465809,keep_alive_session,-0.65586543,phone_home_valid,-0.57999724,payment_type_AC,0.437735,date_of_birth_distinct_emails_4w,0.37808383
803259,0.012378503,LOW,email_is_free,-1.0958283,device_os_windows,-0.820489,phone_home_valid,-0.6364078,payment_type_AC,0.55928755,email_risk,0.5533084
874391,0.0015862944,LOW,device_os_windows,-1.8019713,email_is_free,-1.0345429,has_other_cards,-1.0233597,device_os_other,0.7651271,address_stability,-0.63518757
820037,0.016934676,LOW,device_os_windows,-1.4564435,has_other_cards,-0.8827211,email_is_free,-0.8518048,device_os_other,0.6982173,phone_home_valid,-0.61278284
916020,0.038983382,LOW,email_is_free,-0.9683152,device_os_windows,-0.7782932,phone_home_valid,-0.61563754,keep_alive_session,-0.56164044,email_risk,0.5462916
916679,0.039187845,LOW,email_is_free,-1.0931733,device_os_windows,0.8741922,phone_home_valid,-0.8471465,keep_alive_session,-0.8362456,email_risk,0.5392014
890719,0.0919764,LOW,device_os_windows,-1.3992463,has_other_cards,-0.9870545,payment_type_AC,0.6465388,device_os_other,0.5694196,phone_home_valid,-0.5370606
938569,0.014175638,LOW,has_other_cards,-1.3753277,email_is_free,-0.9696194,device_os_windows,0.8105185,phone_home_valid,-0.76919305,payment_type_AC,-0.5481728
889138,0.042644873,LOW,device_os_windows,-1.4491756,email_is_free,-1.1736327,payment_type_AC,-0.6026191,device_os_other,0.5882718,email_risk,0.5725972
874293,0.01902701,LOW,email_is_free,-1.0599384,device_os_windows,-0.87850815,phone_home_valid,-0.651226,keep_alive_session,-0.6312082,email_risk,0.568478
920416,0.0067330175,LOW,device_os_windows,-1.6976445,email_is_free,-0.9541451,device_os_other,0.7510578,address_stability,-0.6855049,payment_type_AC,-0.6146312
803913,0.10669068,LOW,device_os_windows,-0.9295627,keep_alive_session,-0.68580186,payment_type_AD,0.569919,payment_type_AC,-0.51909864,payment_type_AB,-0.4697397
833376,0.23646483,LOW,email_is_free,-1.1613023,device_os_windows,0.86080366,keep_alive_session,-0.6611298,email_risk,0.5683532,payment_type_AC,-0.5650296
977419,0.000923317,LOW,device_os_windows,-1.5632093,has_other_cards,-1.0532047,email_is_free,-0.95555663,current_address_months_count,-0.8412732,device_os_other,0.766844
842959,0.061546236,LOW,device_os_windows,-0.96001154,phone_home_valid,-0.745892,income,-0.58605313,payment_type_AC,0.41763955,identity_score,-0.26304787
854338,0.021768572,LOW,device_os_windows,-1.6672575,email_is_free,-0.95266086,device_os_other,0.6865109,payment_type_AC,-0.5518778,email_risk,0.54714984
945208,0.007388942,LOW,has_other_cards,-1.0990001,device_os_windows,-0.8227053,payment_type_AC,-0.6594639,phone_home_valid,-0.5859814,current_address_months_count,0.36888546
897392,0.017692547,LOW,device_os_windows,-0.84248656,phone_home_valid,-0.6545051,keep_alive_session,-0.63139534,bank_branch_count_8w,-0.5419689,payment_type_AC,-0.5203028
892305,0.08699611,LOW,device_os_windows,-1.5536947,keep_alive_session,-0.58486927,device_os_other,0.5834452,payment_type_AC,0.50240356,customer_age,-0.2842922
799991,0.027788755,LOW,device_os_windows,0.83059597,customer_age,-0.6858048,phone_home_valid,-0.6658251,payment_type_AC,-0.59596646,income,-0.53038985
873279,0.7149374,MEDIUM,device_os_windows,1.0939933,payment_type_AC,-0.5870467,credit_risk_score,0.52669,payment_type_AB,0.34918633,employment_risk,-0.33313444
965487,0.0124046635,LOW,device_os_windows,-1.4712291,email_is_free,-0.90250087,phone_home_valid,-0.76016754,device_os_other,0.6176067,payment_type_AC,-0.57803524
953942,0.17684063,LOW,device_os_windows,0.980955,phone_home_valid,-0.8037698,credit_risk_score,0.7823175,keep_alive_session,-0.76177895,payment_type_AC,-0.5781659
867003,0.0064787786,LOW,email_is_free,-1.0506037,device_os_windows,-0.7800174,keep_alive_session,-0.5776163,email_risk,0.57016486,phone_home_valid,-0.5044275
902856,0.050440922,LOW,device_os_windows,-1.4156419,payment_type_AC,-0.6699222,device_os_other,0.5741307,payment_type_AB,0.406212,current_address_months_count,-0.3649894
854674,0.13345926,LOW,device_os_windows,-1.2373067,payment_type_AC,-0.6486223,device_os_other,0.49170762,bank_months_count,0.37113497,payment_type_AB,0.37095228
958205,0.033671338,LOW,device_os_windows,-1.4093236,payment_type_AC,-0.5860851,income,-0.5691274,device_os_other,0.5155609,customer_age,-0.41018927
999017,0.12885967,LOW,device_os_windows,-0.9144827,keep_alive_session,-0.63506454,payment_type_AC,-0.54975307,payment_type_AB,0.40839803,customer_age,-0.35607773
831551,0.014161152,LOW,device_os_windows,-1.6226583,current_address_months_count,-0.90372145,device_os_other,0.6442763,payment_type_AC,-0.6308708,keep_alive_session,-0.57081455
827597,0.010834514,LOW,device_os_windows,-0.7685377,payment_type_AC,-0.63283473,keep_alive_session,-0.630336,customer_age,-0.5828508,income,-0.39974216
827479,0.03317508,LOW,device_os_windows,-1.6657615,email_is_free,-0.9644263,device_os_other,0.6589658,keep_alive_session,-0.63623434,email_risk,0.53604376
995651,0.0036085325,LOW,device_os_windows,-1.696095,device_os_other,0.7607385,address_stability,-0.6799265,current_address_months_count,-0.6685856,payment_type_AC,-0.6134788
960640,0.007023891,LOW,device_os_windows,-1.6985377,email_is_free,-1.0064796,address_stability,-0.67728937,device_os_other,0.66717803,payment_type_AC,-0.591482
863035,0.17662181,LOW,customer_age,-1.0750191,device_os_windows,0.9341753,payment_type_AC,-0.7466217,payment_type_AB,0.3930905,email_risk,-0.3499023
871847,0.009804381,LOW,has_other_cards,-1.1284152,device_os_windows,-0.82400495,phone_home_valid,-0.6546725,payment_type_AC,-0.6450678,date_of_birth_distinct_emails_4w,0.40741643
882419,0.060143422,LOW,device_os_windows,-1.1405941,current_address_months_count,-0.9380004,device_os_macintosh,0.9153429,keep_alive_session,-0.740338,payment_type_AC,0.53480756
960916,0.0077385544,LOW,device_os_windows,-0.88839376,keep_alive_session,-0.7032784,current_address_months_count,-0.66807264,phone_home_valid,-0.608287,address_stability,-0.507437
869301,0.010404646,LOW,device_os_windows,-1.4415852,email_is_free,-1.0612557,has_other_cards,-0.9677784,device_os_other,0.6410149,email_risk,0.5772559
944319,0.032003623,LOW,device_os_windows,-0.97025096,keep_alive_session,-0.71736133,current_address_months_count,-0.63559437,payment_type_AC,0.4701247,name_email_similarity,-0.32842842
851193,0.0071326415,LOW,has_other_cards,-1.0369751,current_address_months_count,-0.9015901,device_os_windows,-0.85658944,keep_alive_session,-0.7162422,credit_risk_score,0.64545155
838398,0.023250451,LOW,device_os_windows,-1.3120941,has_other_cards,-1.010433,device_os_other,0.5726048,payment_type_AC,0.55987716,income,-0.5144064
904987,0.14588939,LOW,device_os_windows,-0.8595168,keep_alive_session,-0.6532773,current_address_months_count,-0.56546086,payment_type_AC,-0.52813137,payment_type_AB,0.39132553
986986,0.08588583,LOW,phone_home_valid,-1.0189475,device_os_windows,0.9628916,payment_type_AC,-0.53777856,payment_type_AB,-0.4434325,email_risk,-0.31991577
807025,0.014626188,LOW,device_os_windows,-1.1192726,customer_age,-0.7363807,device_os_macintosh,0.668869,income,-0.63539064,keep_alive_session,-0.5738938
944402,0.03479948,LOW,email_is_free,-1.2285298,device_os_windows,0.82238424,keep_alive_session,-0.7210652,customer_age,-0.7120954,payment_type_AD,0.651831
941755,0.5550935,MEDIUM,device_os_windows,-0.91828513,email_is_free,-0.9015246,credit_risk_score,0.5809704,payment_type_AC,-0.5516485,email_risk,0.4853251
839411,0.06411031,LOW,email_is_free,-1.0029187,device_os_windows,0.91083837,phone_home_valid,-0.7727168,keep_alive_session,-0.746717,email_risk,0.5033529
944646,0.15246285,LOW,phone_home_valid,-0.98623675,device_os_windows,0.95605296,payment_type_AC,-0.48960575,current_address_months_count,0.39329174,customer_age,-0.38521293
890692,0.062260758,LOW,device_os_windows,-1.5501359,phone_home_valid,-0.6778375,device_os_other,0.5931666,keep_alive_session,-0.5914382,payment_type_AC,-0.47340882
802486,0.45575666,MEDIUM,email_is_free,-1.0795765,device_os_windows,1.0201976,payment_type_AC,-0.61738706,email_risk,0.50325155,current_address_months_count,0.4015107
860729,0.06611106,LOW,device_os_windows,0.8913786,customer_age,-0.8146794,keep_alive_session,-0.7703662,payment_type_AD,0.7131492,payment_type_AC,-0.5943182
869974,0.028046595,LOW,device_os_windows,-0.86549795,payment_type_AC,-0.64617,customer_age,-0.6159333,income,-0.5064061,payment_type_AB,0.40012127
828827,0.21803169,LOW,phone_home_valid,-0.9775873,device_os_windows,0.9598017,payment_type_AC,-0.58837926,current_address_months_count,0.43485227,payment_type_AB,0.395774
880975,0.0553844,LOW,device_os_windows,-0.8399585,phone_home_valid,-0.66476744,keep_alive_session,-0.65154326,payment_type_AC,-0.5943222,current_address_months_count,0.48394877
858844,0.046461307,LOW,device_os_windows,-1.4410957,keep_alive_session,-0.65133923,device_os_other,0.53884345,payment_type_AC,0.51419365,current_address_months_count,0.40866774
814231,0.0019635425,LOW,device_os_windows,-1.5874403,has_other_cards,-1.0256021,device_os_other,0.7426627,phone_home_valid,-0.64327973,payment_type_AC,-0.5388545
813318,0.042606708,LOW,has_other_cards,-1.0985582,email_is_free,-1.0503454,device_os_windows,0.8543449,phone_home_valid,-0.71757895,payment_type_AC,-0.55149406
827960,0.19058675,LOW,email_is_free,-1.0192438,phone_home_valid,-0.9442041,device_os_windows,0.9340775,payment_type_AC,-0.531213,email_risk,0.49001807
946448,0.01873974,LOW,device_os_windows,-1.5794146,device_os_other,0.6727436,phone_home_valid,-0.64939487,payment_type_AC,-0.53681105,keep_alive_session,-0.53287834
904128,0.6162264,MEDIUM,proposed_credit_limit,0.9743731,device_os_windows,-0.90430725,payment_type_AC,-0.538969,credit_risk_score,0.48243064,current_address_months_count,-0.41550165
975252,0.007986775,LOW,device_os_windows,0.87912625,customer_age,-0.760396,current_address_months_count,-0.7165239,phone_home_valid,-0.7054322,employment_risk,-0.60015076
992587,0.021932648,LOW,email_is_free,-1.0607712,device_os_windows,0.83775187,current_address_months_count,-0.72267365,keep_alive_session,-0.67233807,phone_home_valid,-0.61891323
861499,0.067982435,LOW,device_os_windows,-1.3014964,customer_age,-0.61260325,device_os_other,0.59305555,payment_type_AC,-0.54483575,device_distinct_emails_8w,0.4437558
843302,0.003534497,LOW,device_os_windows,-0.9703642,keep_alive_session,-0.7357512,current_address_months_count,-0.6563177,address_stability,-0.5572715,intended_balcon_amount,-0.46541595
887407,0.010993058,LOW,device_os_windows,-0.8960496,phone_home_valid,-0.6978764,keep_alive_session,-0.61503893,payment_type_AC,-0.5562614,current_address_months_count,-0.40007728
926989,0.016551152,LOW,has_other_cards,-1.164839,email_is_free,-1.0332118,current_address_months_count,-0.8176202,device_os_windows,0.8128136,phone_home_valid,-0.65436196
887713,0.06269936,LOW,device_os_windows,0.8289262,keep_alive_session,-0.77005863,customer_age,-0.6746888,phone_home_valid,-0.6709758,income,-0.53356874
957256,0.010498296,LOW,device_os_windows,0.87831265,keep_alive_session,-0.7786867,customer_age,-0.6682243,current_address_months_count,-0.65999526,address_stability,-0.6527243
834648,0.00070258137,LOW,email_is_free,-1.0458852,has_other_cards,-0.96222675,device_os_windows,-0.76725215,address_stability,-0.7541457,email_risk,0.60307294
986674,0.047716238,LOW,device_os_windows,-1.5133942,credit_risk_score,0.6821945,keep_alive_session,-0.6311965,current_address_months_count,-0.5652959,device_os_other,0.5608708
807336,0.017711941,LOW,device_os_windows,-1.5685785,email_is_free,-0.9377002,device_os_other,0.60925084,keep_alive_session,-0.59808284,payment_type_AC,-0.57829416
864356,0.040145583,LOW,email_is_free,-1.0079715,device_os_windows,0.91507334,current_address_months_count,-0.8128662,customer_age,-0.78532183,payment_type_AC,-0.61835104
882812,0.15735929,LOW,device_os_windows,0.9930024,customer_age,-0.74806017,keep_alive_session,-0.70337194,payment_type_AC,0.6595552,email_risk,-0.35168982
939417,0.0068472335,LOW,device_os_windows,-1.3236028,email_is_free,-0.96788204,device_os_macintosh,0.9061324,current_address_months_count,-0.6879548,keep_alive_session,-0.60561
945129,0.013664963,LOW,device_os_windows,-1.6364077,device_os_other,0.65754586,keep_alive_session,-0.5953664,phone_home_valid,-0.55347985,payment_type_AC,-0.41543666
865623,0.0072302823,LOW,device_os_windows,0.89971364,current_address_months_count,-0.83282435,keep_alive_session,-0.8172106,phone_home_valid,-0.7118428,payment_type_AD,0.55323565
959791,0.057297107,LOW,device_os_windows,-1.5162004,email_is_free,-1.1814438,device_os_other,0.6504488,email_risk,0.59767187,payment_type_AC,0.52873576
979030,0.0057919812,LOW,device_os_windows,-1.5499256,email_is_free,-0.95313984,keep_alive_session,-0.6612965,address_stability,-0.6376086,device_os_other,0.61771184
980153,0.03521913,LOW,has_other_cards,-1.2675103,device_os_windows,-0.9051818,payment_type_AC,-0.61693734,payment_type_AB,0.4150892,customer_age,-0.33103383
937964,0.0011568613,LOW,email_is_free,-0.94598836,device_os_windows,-0.82494766,phone_home_valid,-0.59610635,keep_alive_session,-0.586165,email_risk,0.5636831
808385,0.006740755,LOW,device_os_windows,-1.5606273,income,-0.6346242,keep_alive_session,-0.5937813,device_os_other,0.5922201,payment_type_AC,-0.4737906
948478,0.021602087,LOW,device_os_windows,-1.5273814,customer_age,-0.65401596,device_os_other,0.6254446,keep_alive_session,-0.5556081,payment_type_AC,-0.5218537
986601,0.88574845,HIGH,device_os_windows,1.1174772,date_of_birth_distinct_emails_4w,0.6275656,payment_type_AC,-0.5912844,address_stability,-0.44931048,payment_type_AB,0.39183685
817977,0.07930436,LOW,phone_home_valid,-0.88559145,device_os_windows,0.8854822,keep_alive_session,-0.8303389,payment_type_AC,-0.5977944,current_address_months_count,0.41843346
840344,0.03833774,LOW,email_is_free,-0.9258764,device_os_windows,-0.83489376,bank_branch_count_8w,-0.5373761,keep_alive_session,-0.52612513,email_risk,0.5159015
982693,0.026560368,LOW,email_is_free,-1.02327,device_os_windows,-0.92644095,keep_alive_session,-0.667371,payment_type_AC,0.5552252,email_risk,0.54764766
933267,0.043396905,LOW,device_os_windows,-1.405411,credit_risk_score,0.58514243,phone_home_valid,-0.5819372,payment_type_AC,-0.57388073,device_os_other,0.5319729
868943,0.025273167,LOW,has_other_cards,-1.398262,device_os_windows,0.9007925,keep_alive_session,-0.6541804,payment_type_AC,-0.5284025,name_email_similarity,-0.3663593
993820,0.009976602,LOW,device_os_windows,-0.9270559,keep_alive_session,-0.69557285,current_address_months_count,-0.644317,payment_type_AC,-0.582413,phone_home_valid,-0.5324515
848631,0.39212707,LOW,device_os_windows,0.9844634,keep_alive_session,-0.8133894,credit_risk_score,0.53018445,payment_type_AC,-0.46499082,payment_type_AB,-0.44683972
866308,0.038364507,LOW,email_is_free,-0.99396676,device_os_windows,-0.90645397,bank_branch_count_8w,-0.6340346,payment_type_AD,0.6207732,phone_home_valid,-0.6134074
821742,0.032663926,LOW,device_os_windows,-0.91621417,employment_risk,-0.70615333,keep_alive_session,-0.68077856,phone_home_valid,-0.6733365,payment_type_AC,-0.37612256
871621,0.2531516,LOW,device_os_windows,-1.1069689,device_os_macintosh,0.863053,phone_home_valid,-0.79226637,payment_type_AC,0.6174049,rapid_application,0.3106618
828134,0.03841722,LOW,device_os_windows,-1.3341734,has_other_cards,-1.2018346,device_os_other,0.57928824,payment_type_AC,-0.54715925,payment_type_AB,0.4626727
829855,0.005551046,LOW,device_os_windows,-1.7023369,has_other_cards,-1.2048951,email_is_free,-0.9591232,device_os_other,0.6831534,keep_alive_session,-0.62688476
962664,0.0036294558,LOW,device_os_windows,-1.7602109,device_os_other,0.78706515,payment_type_AC,-0.66654605,current_address_months_count,-0.6537135,address_stability,-0.63057923
861617,0.37895218,LOW,device_os_windows,-1.3689432,email_is_free,-0.94042975,device_os_other,0.60328,email_risk,0.51187694,credit_risk_score,0.43664277
904788,0.016376114,LOW,current_address_months_count,-1.0889107,keep_alive_session,-0.93252385,device_os_windows,0.9122418,payment_type_AC,-0.6118737,address_stability,-0.46938658
926550,0.053348795,LOW,device_os_windows,-1.0280533,keep_alive_session,-0.75495267,payment_type_AC,0.7466219,current_address_months_count,-0.4171929,payment_type_AB,-0.3605345
857888,0.7922931,HIGH,device_os_windows,1.0510185,payment_type_AC,-0.50812364,payment_type_AB,0.36085254,credit_risk_score,0.33536652,current_address_months_count,0.30295235
817337,0.13892622,LOW,device_os_windows,-1.0098255,payment_type_AC,-0.5934915,current_address_months_count,0.3113013,payment_type_AB,-0.30820104,email_risk,-0.25756034
848445,0.062993936,LOW,device_os_windows,-1.2884675,email_is_free,-0.9283204,device_os_other,0.60194343,payment_type_AC,-0.54918855,email_risk,0.5270056
996638,0.004367461,LOW,device_os_windows,-1.7051201,email_is_free,-1.0022296,device_os_other,0.72317904,current_address_months_count,-0.68230826,email_risk,0.5552985
948793,0.28245178,LOW,device_os_windows,1.0005636,keep_alive_session,-0.8891288,payment_type_AC,-0.5518556,payment_type_AB,0.3710381,email_risk,-0.32530937
945342,0.013760215,LOW,email_is_free,-1.0416908,device_os_windows,-0.91123104,phone_home_valid,-0.7785199,payment_type_AC,0.54172176,email_risk,0.51548094
812184,0.09015835,LOW,email_is_free,-1.1114762,device_os_windows,0.9671509,keep_alive_session,-0.8747045,payment_type_AC,-0.6419838,email_risk,0.5429603
844870,0.2730212,LOW,device_os_windows,-1.2566099,payment_type_AC,0.5203114,device_os_other,0.4562886,days_since_request,-0.3482028,current_address_months_count,0.3339339
819678,0.14063156,LOW,device_os_windows,0.87154245,customer_age,-0.7802691,phone_home_valid,-0.6659755,payment_type_AC,-0.62236965,payment_type_AB,0.3366732
995835,0.15667087,LOW,phone_home_valid,-1.0511055,device_os_windows,0.98152775,payment_type_AC,-0.5612051,payment_type_AB,0.3619174,current_address_months_count,0.33119407
875174,0.19826436,LOW,current_address_months_count,-0.96098864,device_os_windows,0.9200194,payment_type_AC,-0.68326986,customer_age,-0.366368,name_email_similarity,0.34130156
822839,0.056345955,LOW,device_os_windows,-1.5010855,device_os_other,0.6000983,phone_home_valid,-0.54138255,keep_alive_session,-0.5011538,payment_type_AC,-0.4912911
956806,0.012527236,LOW,device_os_windows,-0.9132729,current_address_months_count,-0.7181672,keep_alive_session,-0.70793825,customer_age,-0.5474889,payment_type_AC,0.5308375
815595,0.20831919,LOW,device_os_windows,-1.2171373,phone_home_valid,-0.6297309,device_os_other,0.56378055,payment_type_AC,-0.5345777,payment_type_AD,0.5236997
964840,0.017041858,LOW,device_os_windows,-0.7987977,keep_alive_session,-0.6318557,phone_home_valid,-0.5877641,current_address_months_count,-0.5187953,customer_age,-0.36194658
897203,0.34052888,LOW,email_is_free,-1.0823349,customer_age,-0.9500483,device_os_windows,0.8778958,payment_type_AD,0.60046333,payment_type_AC,-0.5426769
893244,0.33365202,LOW,device_os_windows,1.0473298,keep_alive_session,-0.80856776,payment_type_AC,-0.557957,current_address_months_count,0.40937826,payment_type_AB,0.39394984
814730,0.032525156,LOW,device_os_windows,-1.4617872,has_other_cards,-1.2136629,device_os_other,0.64401704,phone_home_valid,-0.5437581,payment_type_AC,0.5054313
815726,0.03010942,LOW,device_os_windows,-1.4296144,income,-0.62859297,device_os_other,0.58550465,keep_alive_session,-0.5509259,payment_type_AC,-0.46264812
909241,0.006952201,LOW,device_os_windows,-1.4987183,credit_risk_score,-0.71487784,keep_alive_session,-0.6250101,device_os_other,0.62296164,payment_type_AC,-0.479098
838864,0.0046385755,LOW,device_os_windows,-1.5089122,email_is_free,-1.0736408,device_os_other,0.65184784,keep_alive_session,-0.56000704,email_risk,0.5449644
815776,0.0025201174,LOW,email_is_free,-1.0867865,device_os_windows,-0.8014543,address_stability,-0.7057519,keep_alive_session,-0.60827243,payment_type_AC,-0.60115683
949848,0.06401373,LOW,email_is_free,-1.077352,phone_home_valid,-0.945909,device_os_windows,0.93594515,payment_type_AC,0.531056,email_risk,0.47582498
860652,0.01601772,LOW,email_is_free,-1.2418658,device_os_windows,0.8336329,customer_age,-0.7429726,keep_alive_session,-0.6889695,income,-0.67305315
916653,0.004092456,LOW,current_address_months_count,-0.9742655,device_os_windows,-0.8493225,customer_age,-0.6641018,address_stability,-0.5744577,payment_type_AC,-0.46364698
802513,0.13853465,LOW,has_other_cards,-1.2508036,email_is_free,-1.0662285,device_os_windows,0.85391533,keep_alive_session,-0.78197455,payment_type_AC,-0.5652721
807604,0.06195708,LOW,has_other_cards,-1.0285797,email_is_free,-0.9893208,device_os_windows,-0.753063,current_address_months_count,-0.5720189,email_risk,0.542991
962322,0.032015767,LOW,device_os_windows,-1.5274748,email_is_free,-0.99439704,device_os_other,0.6196872,payment_type_AC,-0.57890236,phone_home_valid,-0.5553283
845020,0.2684829,LOW,device_os_windows,-1.0864999,email_is_free,-1.0223525,device_os_macintosh,0.88158923,customer_age,-0.585949,payment_type_AC,-0.5549778
919064,0.24174535,LOW,email_is_free,-1.042069,device_os_windows,1.0327871,keep_alive_session,-0.90307343,email_risk,0.5199609,payment_type_AC,0.49418408
986577,0.010398422,LOW,device_os_windows,-1.4913177,email_is_free,-0.94159436,payment_type_AC,-0.68462735,device_os_other,0.6451574,phone_home_valid,-0.6415934
884975,0.037308566,LOW,phone_home_valid,-0.9896868,device_os_windows,0.9595891,payment_type_AC,-0.6252221,name_email_similarity,-0.35206592,customer_age,-0.3457473
944440,0.006001411,LOW,has_other_cards,-1.346762,device_os_windows,0.8371451,phone_home_valid,-0.70461655,keep_alive_session,-0.6750137,payment_type_AC,-0.52169245
914149,0.042993665,LOW,device_os_windows,0.8861668,keep_alive_session,-0.8633513,phone_home_valid,-0.7973545,current_address_months_count,-0.63399297,payment_type_AC,0.45113003
973603,0.014191486,LOW,device_os_windows,-1.4711053,has_other_cards,-0.99934137,email_is_free,-0.9066454,device_os_other,0.6724,payment_type_AC,-0.6080038
798231,0.09932475,LOW,device_os_windows,-1.4863374,customer_age,-0.6063578,device_os_other,0.5692801,keep_alive_session,-0.5092081,payment_type_AC,-0.49235514
857449,0.008546383,LOW,device_os_windows,-1.4801229,email_is_free,-1.1455826,payment_type_AD,0.64178497,device_os_other,0.6358811,email_risk,0.60294473
917127,0.15953383,LOW,email_is_free,-1.1928859,device_os_windows,0.89047045,keep_alive_session,-0.8353861,payment_type_AC,-0.51171,email_risk,0.49867567
980744,0.023943413,LOW,device_os_windows,-1.1709117,email_is_free,-1.0219136,device_os_macintosh,0.899224,payment_type_AC,-0.5671286,email_risk,0.52227026
843870,0.011809942,LOW,device_os_windows,-1.0382221,device_os_macintosh,0.94688547,current_address_months_count,-0.6836935,payment_type_AC,-0.66274107,payment_type_AD,0.6184533
909899,0.01369593,LOW,device_os_windows,-1.660642,email_is_free,-0.97320324,device_os_other,0.73130697,email_risk,0.54568577,keep_alive_session,-0.53084004
819099,0.0045508593,LOW,device_os_windows,-1.4317775,email_is_free,-1.1357516,has_other_cards,-0.99919134,device_os_other,0.63494074,email_risk,0.57132107
961013,0.029591661,LOW,device_os_windows,-1.3066715,device_os_macintosh,0.7816644,payment_type_AC,-0.6972354,employment_risk,-0.67560756,address_stability,-0.5440823
887206,0.008455464,LOW,device_os_windows,-1.5188403,current_address_months_count,-0.7306254,device_os_other,0.6035312,address_stability,-0.58051676,customer_age,-0.42256904
802573,0.27554965,LOW,device_os_windows,1.0628608,phone_home_valid,-0.7984718,keep_alive_session,-0.7882569,credit_risk_score,0.58663934,payment_type_AC,0.5315581
988293,0.08264776,LOW,keep_alive_session,-1.0257951,device_os_windows,0.92588854,payment_type_AC,-0.63234043,customer_age,-0.3844274,payment_type_AB,0.33267954
967055,0.064633034,LOW,email_is_free,-1.0538017,device_os_windows,0.86301,phone_home_valid,-0.8530218,keep_alive_session,-0.77751654,payment_type_AC,-0.5488121
972949,0.43864065,MEDIUM,device_os_windows,-0.9556547,date_of_birth_distinct_emails_4w,0.6325437,phone_home_valid,-0.6238128,payment_type_AC,0.574036,employment_risk,-0.3393862
971066,0.13072664,LOW,email_is_free,-1.0384442,current_address_months_count,-0.9914807,device_os_windows,0.97886866,payment_type_AC,0.6012216,email_risk,0.5050157
854618,0.018636966,LOW,device_os_windows,-1.7024641,email_is_free,-1.0697534,device_os_other,0.69853544,email_risk,0.58671534,payment_type_AC,-0.5693863
875176,0.12803459,LOW,email_is_free,-1.1735647,device_os_windows,0.8759704,keep_alive_session,-0.83914465,income,-0.53596836,email_risk,0.53181803
812176,0.34655514,LOW,device_os_windows,0.88391435,customer_age,-0.8023082,keep_alive_session,-0.66785336,payment_type_AC,-0.5404881,payment_type_AB,-0.42787296
865415,0.019933669,LOW,device_os_windows,-0.90745854,keep_alive_session,-0.67814726,income,-0.6409491,phone_home_valid,-0.5906343,payment_type_AC,0.5214564
873996,0.041230273,LOW,device_os_windows,-0.8686304,credit_risk_score,0.726034,keep_alive_session,-0.6421095,phone_home_valid,-0.6115417,identity_score,-0.5408708
961555,0.0019835427,LOW,email_is_free,-1.1672883,device_os_windows,0.8471674,keep_alive_session,-0.83678377,current_address_months_count,-0.7473922,phone_home_valid,-0.68982166
829513,0.08470285,LOW,email_is_free,-1.0058701,device_os_windows,0.96829104,phone_home_valid,-0.95237815,payment_type_AC,-0.5152212,email_risk,0.51018685
919853,0.0010985803,LOW,has_other_cards,-1.1130186,email_is_free,-0.9513734,device_os_windows,-0.7027971,payment_type_AC,-0.68594503,phone_home_valid,-0.6303041
953637,0.0018087339,LOW,has_other_cards,-1.1255933,device_os_windows,-0.77193403,phone_home_valid,-0.689808,payment_type_AC,-0.594182,current_address_months_count,-0.52945817
973077,0.0078152865,LOW,device_os_windows,-1.7730767,email_is_free,-0.97794294,current_address_months_count,-0.6841076,device_os_other,0.6827894,credit_risk_score,0.6737365
948442,0.13141197,LOW,device_os_windows,-1.4784049,email_is_free,-1.1495904,email_risk,0.59385,payment_type_AC,0.57634586,device_os_other,0.5609595
813835,0.0076716663,LOW,device_os_windows,-1.070927,phone_home_valid,-0.7764579,keep_alive_session,-0.6666678,device_os_macintosh,0.63906616,payment_type_AC,-0.47486782
842135,0.013210023,LOW,device_os_windows,-1.7670764,email_is_free,-0.85795367,device_os_other,0.71066886,keep_alive_session,-0.55649716,phone_home_valid,-0.53307754
823148,0.007112736,LOW,device_os_windows,-1.5407809,email_is_free,-1.1923746,device_os_other,0.6842676,email_risk,0.5947287,keep_alive_session,-0.539206
