account_index,credit_risk_score,customer_age,income,velocity_6h
849804,123.0,20.0,0.2,7042.685
849842,139.0,30.0,0.8,1081.6173
849867,220.0,50.0,0.9,1182.3124
849888,221.0,20.0,0.2,4544.0405
849892,232.0,30.0,0.9,4823.683
849926,124.0,40.0,0.1,5134.287
849954,233.0,20.0,0.5,4676.482
849965,101.0,40.0,0.9,6811.401
849986,119.0,30.0,0.8,8305.922
850011,74.0,20.0,0.1,3592.6025
850025,141.0,40.0,0.4,3192.2056
850040,164.0,50.0,0.9,4396.19
850044,192.0,20.0,0.8,2719.9246
850049,216.0,40.0,0.9,6282.105
850053,201.0,40.0,0.9,1161.3545
850084,141.0,40.0,0.9,8204.414
850097,70.0,30.0,0.6,2483.3547
850104,183.0,30.0,0.8,3807.9033
850134,127.0,40.0,0.9,1447.3063
850157,82.0,30.0,0.9,4259.9644
850161,110.0,20.0,0.1,4223.388
850224,127.0,40.0,0.7,4731.0557
850258,64.0,30.0,0.5,4525.686
850270,98.0,30.0,0.7,2125.0159
850354,133.0,30.0,0.9,4475.138
850362,148.0,30.0,0.3,1983.0582
850363,124.0,30.0,0.3,7138.7896
850373,218.0,50.0,0.9,2436.9858
850380,93.0,40.0,0.3,5217.4727
850381,239.0,50.0,0.6,1276.2341
850396,68.0,30.0,0.1,2190.0693
850405,362.0,30.0,0.7,1562.4221
850446,194.0,20.0,0.7,7446.793
850462,198.0,30.0,0.1,4416.107
850504,126.0,30.0,0.7,2995.5098
850533,100.0,30.0,0.8,2877.6355
850548,166.0,40.0,0.7,3858.2168
850566,154.0,40.0,0.8,5010.3354
850577,251.0,40.0,0.9,5125.7603
850657,172.0,30.0,0.1,2181.023
850710,135.0,50.0,0.8,3129.9014
850727,119.0,20.0,0.9,5500.222
850740,136.0,20.0,0.2,2946.3284
850741,115.0,30.0,0.6,2405.6028
850776,167.0,30.0,0.1,2061.2056
850785,119.0,10.0,0.1,2543.8413
850814,75.0,40.0,0.6,6744.2603
850849,140.0,30.0,0.9,4975.905
850850,218.0,30.0,0.9,2264.066
850899,189.0,20.0,0.7,9472.673
850939,87.0,20.0,0.9,4176.7446
850940,113.0,20.0,0.1,3340.535
850968,97.0,50.0,0.9,7580.617
850996,152.0,40.0,0.8,2048.1772
851002,196.0,20.0,0.6,3919.7507
851015,67.0,40.0,0.8,4116.9585
851042,74.0,40.0,0.8,1846.2954
851051,117.0,50.0,0.1,2649.936
851062,221.0,60.0,0.8,415.27393
851071,106.0,10.0,0.8,5243.4834
851091,208.0,70.0,0.1,1105.9083
851117,104.0,20.0,0.4,8430.218
851124,61.0,30.0,0.6,4296.318
851125,89.0,30.0,0.9,6678.801
851127,156.0,10.0,0.9,6062.671
851133,136.0,30.0,0.4,1423.5868
851164,172.0,20.0,0.8,243.19504
851188,207.0,20.0,0.7,8312.21
851193,279.0,30.0,0.7,4313.4434
851194,101.0,20.0,0.6,2172.7188
851225,98.0,20.0,0.9,2332.123
851230,112.0,30.0,0.6,1596.4252
851254,112.0,20.0,0.1,744.6888
851317,76.0,40.0,0.2,5393.0234
851326,151.0,40.0,0.2,4887.081
851332,162.0,40.0,0.9,1562.105
851335,298.0,30.0,0.9,2557.0173
851338,209.0,50.0,0.8,962.4063
851348,40.0,20.0,0.2,4248.3887
851355,141.0,40.0,0.3,5257.895
851356,96.0,30.0,0.5,4997.9287
851357,93.0,30.0,0.9,5209.567
851359,265.0,50.0,0.8,1142.1682
851364,146.0,20.0,0.8,6039.3433
851382,130.0,40.0,0.9,2641.9292
851452,222.0,40.0,0.8,669.59064
851455,132.0,50.0,0.9,1177.1052
851476,104.0,30.0,0.9,600.18854
851485,141.0,50.0,0.4,7900.989
851511,136.0,50.0,0.1,5402.1855
851515,150.0,30.0,0.9,4969.1626
851536,56.0,20.0,0.8,5474.567
851537,183.0,20.0,0.7,1230.457
851552,112.0,50.0,0.5,1209.7053
851579,30.0,40.0,0.5,3260.75
851593,122.0,40.0,0.4,939.97473
851682,213.0,20.0,0.9,1311.8282
851688,116.0,20.0,0.7,6833.0547
851691,227.0,30.0,0.1,3578.9604
851800,81.0,20.0,0.4,1891.6235
851822,128.0,30.0,0.6,5190.494
851825,121.0,20.0,0.1,4428.4097
851830,64.0,50.0,0.7,4355.7793
851842,157.0,50.0,0.9,1252.1891
851876,114.0,40.0,0.8,2605.2346
851941,210.0,50.0,0.2,2209.4963
851970,266.0,30.0,0.3,866.33673
852004,116.0,40.0,0.8,2269.1501
852017,177.0,40.0,0.9,5628.959
852070,55.0,30.0,0.1,4398.0513
852083,149.0,30.0,0.7,4536.6685
852128,199.0,20.0,0.6,212.47919
852134,128.0,30.0,0.5,4406.5713
852139,133.0,30.0,0.7,5878.1616
852148,195.0,40.0,0.4,2070.1003
852166,220.0,20.0,0.7,10240.166
852167,239.0,50.0,0.8,7552.117
852205,134.0,50.0,0.8,3576.7754
852326,220.0,30.0,0.9,2443.1306
852335,155.0,30.0,0.1,2697.2766
852378,129.0,20.0,0.5,543.7514
852429,199.0,40.0,0.9,4498.465
852470,127.0,40.0,0.6,2851.2908
852559,138.0,20.0,0.9,3097.3865
852560,121.0,20.0,0.7,5079.1616
852573,257.0,50.0,0.8,2648.2412
852603,98.0,40.0,0.1,5106.1553
852645,115.0,50.0,0.7,4324.7466
852655,107.0,20.0,0.5,4958.5474
852675,176.0,50.0,0.9,4127.968
852684,187.0,50.0,0.9,4817.932
852697,184.0,40.0,0.7,7464.3623
852716,43.0,20.0,0.8,4271.8926
852751,111.0,20.0,0.8,1183.5745
852754,217.0,40.0,0.5,914.94885
852776,228.0,40.0,0.9,4771.517
852798,191.0,20.0,0.4,3563.4783
852808,118.0,40.0,0.6,4630.6665
852823,160.0,50.0,0.6,3011.7156
852831,89.0,40.0,0.8,2273.1204
852838,129.0,20.0,0.9,2467.7551
852855,75.0,20.0,0.8,1457.8541
852904,111.0,40.0,0.6,5333.028
852961,171.0,40.0,0.4,1012.2771
852967,125.0,60.0,0.6,3756.37
852969,113.0,40.0,0.8,3833.2869
852970,57.0,30.0,0.5,3532.703
853001,144.0,80.0,0.1,2107.7415
853012,194.0,40.0,0.4,5168.741
853016,111.0,20.0,0.9,3947.3203
853081,190.0,40.0,0.3,1971.8815
853118,167.0,40.0,0.5,8278.689
853124,150.0,40.0,0.9,2921.1821
853137,19.0,40.0,0.8,9175.82
853144,123.0,20.0,0.8,4525.9385
853178,191.0,50.0,0.9,1576.2926
853195,106.0,60.0,0.7,4126.693
853215,83.0,40.0,0.8,1085.6102
853220,186.0,50.0,0.6,2896.2942
853243,118.0,20.0,0.1,3071.9985
853247,235.0,40.0,0.9,1273.3367
853251,179.0,20.0,0.9,2729.0088
853265,115.0,40.0,0.5,3391.9683
853278,180.0,40.0,0.9,2420.1829
853293,166.0,30.0,0.9,3897.38
853295,149.0,30.0,0.9,4212.412
853309,105.0,60.0,0.3,5137.492
853330,168.0,20.0,0.9,3991.372
853331,140.0,40.0,0.1,4083.3484
853355,84.0,40.0,0.8,2954.8667
853359,16.0,30.0,0.6,7126.229
853366,116.0,40.0,0.9,3333.4553
853377,141.0,30.0,0.6,3617.9592
853383,108.0,20.0,0.1,4678.596
853398,295.0,50.0,0.9,3774.9766
853401,210.0,50.0,0.7,6072.454
853436,88.0,20.0,0.4,9183.484
853452,264.0,40.0,0.9,8172.2134
853471,190.0,40.0,0.1,5062.3623
853486,125.0,10.0,0.2,3489.4355
853489,106.0,20.0,0.9,4534.984
853500,131.0,20.0,0.1,5213.61
853503,359.0,50.0,0.7,5755.712
853512,62.0,50.0,0.1,3821.0562
853525,138.0,40.0,0.6,1638.5353
853555,264.0,40.0,0.9,1030.6294
853564,112.0,30.0,0.9,1798.8556
853581,154.0,20.0,0.9,1362.8705
853599,72.0,20.0,0.1,4228.4907
853617,90.0,20.0,0.7,4246.7036
853633,130.0,20.0,0.7,4242.587
853670,229.0,50.0,0.1,756.8935
853682,112.0,30.0,0.3,2006.3087
853701,187.0,50.0,0.9,3046.1848
853719,180.0,40.0,0.9,7021.924
853725,200.0,40.0,0.1,547.72046
853726,82.0,30.0,0.9,1454.9921
853741,76.0,30.0,0.4,4401.098
853795,111.0,60.0,0.3,3294.2869
853884,89.0,50.0,0.9,3811.386
853893,73.0,50.0,0.8,5095.2725
853908,120.0,70.0,0.8,2979.3303
853932,97.0,40.0,0.8,7190.074
853945,184.0,40.0,0.7,3256.6475
853955,91.0,30.0,0.9,794.47034
854022,144.0,20.0,0.2,3348.8035
854023,150.0,50.0,0.2,9142.677
854051,96.0,30.0,0.7,3649.5073
854053,170.0,50.0,0.8,4478.956
854154,71.0,30.0,0.1,5717.091
854162,60.0,50.0,0.9,4763.89
854179,146.0,30.0,0.1,4343.364
854272,106.0,10.0,0.6,2378.9656
854338,112.0,30.0,0.4,3177.2532
854347,57.0,30.0,0.1,2704.7688
854385,149.0,20.0,0.3,697.9462
854405,82.0,80.0,0.9,4566.8945
854418,51.0,60.0,0.2,4781.0767
854479,185.0,20.0,0.9,3216.812
854497,276.0,30.0,0.9,5111.174
854574,158.0,50.0,0.9,2564.657
854614,106.0,40.0,0.2,4384.3267
854617,205.0,30.0,0.3,4854.2964
854618,94.0,20.0,0.8,858.00836
854626,166.0,40.0,0.1,2027.5612
854632,237.0,20.0,0.7,1298.393
854645,295.0,30.0,0.6,8285.019
854648,196.0,40.0,0.9,2773.8372
854651,153.0,50.0,0.1,2208.7168
854674,206.0,40.0,0.8,2478.5867
854686,79.0,20.0,0.6,5034.6523
854727,88.0,50.0,0.9,4975.775
854734,223.0,20.0,0.7,4204.0215
854768,214.0,50.0,0.8,4081.921
854789,188.0,40.0,0.7,5311.1772
854808,110.0,40.0,0.9,2084.9373
854821,228.0,50.0,0.1,9531.801
854822,55.0,30.0,0.5,3993.139
854829,77.0,60.0,0.9,4437.98
854901,266.0,40.0,0.9,4540.062
854909,120.0,70.0,0.9,5963.415
854942,230.0,50.0,0.6,4468.598
854946,106.0,20.0,0.6,5468.2183
854974,177.0,40.0,0.8,1850.2521
854985,143.0,30.0,0.1,7193.3296
854993,185.0,50.0,0.6,10829.152
855006,92.0,20.0,0.9,1157.0887
855013,179.0,40.0,0.8,3550.9512
855034,59.0,30.0,0.7,4122.8013
855039,107.0,30.0,0.6,990.28595
855043,187.0,30.0,0.9,1451.1876
855061,133.0,30.0,0.9,3928.2207
855067,63.0,30.0,0.5,5532.994
855141,116.0,40.0,0.8,3763.568
855169,111.0,20.0,0.9,1924.1965
855178,137.0,40.0,0.9,1523.6628
855201,249.0,50.0,0.3,6841.169
855214,156.0,30.0,0.6,2362.578
855239,193.0,30.0,0.2,4880.4272
855308,141.0,50.0,0.5,7709.639
855331,92.0,10.0,0.3,1145.7634
855338,75.0,30.0,0.8,1560.0168
855342,145.0,30.0,0.2,4222.184
855371,272.0,50.0,0.9,3838.4465
855402,128.0,50.0,0.9,2830.7498
855439,319.0,50.0,0.9,1543.0194
855455,107.0,50.0,0.8,4778.151
855467,155.0,40.0,0.1,4364.173
855486,173.0,30.0,0.6,361.0853
855539,199.0,30.0,0.9,280.21744
855566,201.0,40.0,0.9,2159.9082
855678,131.0,50.0,0.4,2758.172
855690,216.0,30.0,0.3,9194.679
855698,76.0,50.0,0.9,2617.1404
855718,88.0,20.0,0.7,5364.9097
855738,112.0,20.0,0.1,2415.9832
855741,243.0,30.0,0.8,2630.5632
855767,168.0,30.0,0.7,1585.4451
855781,257.0,40.0,0.7,2652.219
855784,96.0,20.0,0.6,3921.14
855788,224.0,30.0,0.7,4517.9844
855793,143.0,50.0,0.7,1176.7622
855801,106.0,20.0,0.9,4513.076
855815,183.0,40.0,0.9,3182.3357
855818,188.0,30.0,0.5,459.58362
855893,143.0,10.0,0.8,3873.1416
855924,259.0,40.0,0.6,4396.338
855939,173.0,50.0,0.6,6441.8115
855944,84.0,60.0,0.7,7444.158
855957,220.0,40.0,0.9,4398.5513
856041,44.0,30.0,0.9,6204.215
856043,168.0,30.0,0.9,3244.0564
856058,200.0,40.0,0.8,2674.443
856104,172.0,40.0,0.8,2867.3704
856135,49.0,30.0,0.9,2861.6272
856192,173.0,50.0,0.6,4608.927
856246,24.0,20.0,0.5,2493.7039
856314,136.0,40.0,0.9,1528.855
856354,207.0,30.0,0.1,7261.625
856401,203.0,30.0,0.7,1442.7981
856408,120.0,30.0,0.8,5111.427
856436,87.0,20.0,0.6,4946.71
856438,221.0,20.0,0.7,5453.4473
856452,57.0,60.0,0.9,3541.2283
856493,85.0,40.0,0.7,9814.578
856501,93.0,20.0,0.6,3264.9053
856522,193.0,20.0,0.4,5438.0225
856532,94.0,40.0,0.5,5151.1123
856534,181.0,40.0,0.8,5770.2046
856545,53.0,20.0,0.3,7367.3765
856548,75.0,40.0,0.9,5494.6885
856566,178.0,20.0,0.9,3021.357
856619,276.0,20.0,0.8,750.1072
856622,262.0,50.0,0.9,5976.851
856645,137.0,30.0,0.2,4886.7515
856664,114.0,20.0,0.2,5015.6016
856697,174.0,30.0,0.9,803.26984
856706,142.0,50.0,0.9,1747.6912
856735,81.0,60.0,0.4,888.5838
856787,188.0,30.0,0.8,4895.225
856808,166.0,20.0,0.1,4065.0605
856846,192.0,30.0,0.5,1929.9442
856868,185.0,50.0,0.7,3799.3657
856885,321.0,40.0,0.8,2770.6968
856937,174.0,30.0,0.6,749.8056
856948,95.0,60.0,0.5,2461.584
856999,217.0,30.0,0.9,2725.3528
857009,85.0,20.0,0.1,4564.8125
857011,245.0,40.0,0.2,3518.3103
857031,109.0,70.0,0.9,4019.9846
857054,49.0,30.0,0.1,5181.6743
857062,116.0,30.0,0.9,1238.3022
857070,83.0,30.0,0.3,7458.3276
857098,120.0,50.0,0.9,4884.0293
857141,95.0,30.0,0.5,2737.7786
857150,231.0,30.0,0.9,4128.5215
857189,145.0,20.0,0.6,4801.5635
857190,58.0,20.0,0.1,644.48456
857311,148.0,20.0,0.9,4145.1924
857349,144.0,40.0,0.9,3364.0999
857379,260.0,20.0,0.6,4173.1787
857381,49.0,50.0,0.8,3569.468
857382,108.0,30.0,0.3,2718.7527
857393,133.0,40.0,0.1,122.67912
857402,164.0,20.0,0.6,1368.0703
857408,123.0,40.0,0.2,4228.7476
857436,97.0,30.0,0.3,3513.8508
857448,334.0,20.0,0.5,3334.3655
857449,216.0,30.0,0.2,6353.5913
857466,120.0,50.0,0.8,5690.5903
857478,115.0,40.0,0.3,3424.5037
857506,125.0,30.0,0.3,2184.848
857507,87.0,40.0,0.8,2956.9126
857522,224.0,10.0,0.9,4048.4587
857556,-6.0,10.0,0.3,6310.663
857574,140.0,50.0,0.7,5378.9414
857611,101.0,40.0,0.7,4663.6997
857673,74.0,50.0,0.4,1509.8529
857710,180.0,30.0,0.9,3520.0173
857722,250.0,20.0,0.5,1440.1233
857725,195.0,30.0,0.6,2978.8342
857746,125.0,20.0,0.8,1544.8143
857761,332.0,50.0,0.5,4740.251
857766,170.0,20.0,0.8,6076.698
857771,93.0,40.0,0.9,4280.2876
857796,102.0,30.0,0.9,3875.6448
857868,269.0,30.0,0.9,1417.6938
857869,95.0,20.0,0.1,5295.959
857888,238.0,50.0,0.8,5597.305
857940,237.0,30.0,0.9,4544.611
857945,86.0,50.0,0.9,5695.7793
857973,209.0,50.0,0.9,1209.4365
858021,153.0,20.0,0.1,4800.209
858023,116.0,30.0,0.7,4968.9907
858069,35.0,50.0,0.7,8201.072
858071,210.0,40.0,0.9,4846.878
858074,-2.0,30.0,0.4,5849.7446
858109,74.0,20.0,0.7,9509.883
858145,130.0,20.0,0.4,2033.0299
858146,206.0,40.0,0.2,837.94934
858156,170.0,20.0,0.5,1045.2661
858182,281.0,20.0,0.5,5176.0776
858234,165.0,30.0,0.3,2338.9253
858251,147.0,30.0,0.8,2716.817
858271,148.0,50.0,0.9,6116.8213
858295,155.0,50.0,0.9,8990.839
858304,206.0,40.0,0.6,4303.2515
858331,42.0,30.0,0.1,4021.6318
858346,100.0,40.0,0.9,3657.257
858362,119.0,30.0,0.4,3321.4834
858388,278.0,50.0,0.9,6362.2705
858413,107.0,40.0,0.2,5251.531
858452,101.0,40.0,0.8,2265.392
858462,204.0,30.0,0.2,5517.4287
858472,95.0,50.0,0.1,11476.267
858476,87.0,30.0,0.9,2546.6614
858478,93.0,30.0,0.1,2949.8274
858505,101.0,40.0,0.9,2438.7869
858509,98.0,40.0,0.7,4520.729
858540,149.0,30.0,0.6,5059.7095
858552,200.0,60.0,0.7,2738.5642
858559,124.0,30.0,0.8,2321.2231
858593,130.0,20.0,0.1,4089.6797
858610,150.0,20.0,0.7,4460.6587
858614,130.0,60.0,0.6,856.61743
858659,143.0,30.0,0.7,627.6175
858665,186.0,40.0,0.9,3937.6436
858682,185.0,40.0,0.9,1790.28
858726,153.0,50.0,0.2,2918.0603
858767,201.0,30.0,0.7,3823.024
858770,133.0,10.0,0.2,1818.7661
858781,153.0,30.0,0.9,1586.0342
858788,228.0,40.0,0.2,4854.8325
858803,111.0,20.0,0.9,4983.9443
858844,100.0,40.0,0.3,4428.6865
858896,206.0,50.0,0.7,5701.379
858908,238.0,20.0,0.1,4575.784
858928,8.0,50.0,0.9,3318.7825
858930,125.0,50.0,0.6,3609.9612
858938,272.0,40.0,0.8,4082.189
858939,204.0,20.0,0.6,7086.8857
858947,187.0,30.0,0.5,1157.4672
858981,106.0,40.0,0.8,2391.0808
859002,81.0,30.0,0.7,9297.877
859014,73.0,30.0,0.6,1258.6564
859020,112.0,10.0,0.8,4675.3486
859028,152.0,50.0,0.9,4535.0854
859077,121.0,40.0,0.9,2860.6528
859083,122.0,20.0,0.8,581.2624
859147,162.0,20.0,0.1,8937.595
859181,125.0,30.0,0.8,1516.3407
859190,106.0,20.0,0.2,2026.7675
859193,89.0,60.0,0.4,7753.0317
859201,118.0,10.0,0.1,3284.7173
859204,-95.0,20.0,0.1,5106.454
859210,237.0,40.0,0.9,61.05526
859276,98.0,30.0,0.8,5367.7896
859283,129.0,30.0,0.3,4110.1445
859284,300.0,40.0,0.7,1230.8323
859300,132.0,20.0,0.9,5150.42
859318,101.0,40.0,0.8,3866.1252
859331,162.0,40.0,0.7,3390.0188
859347,89.0,50.0,0.9,1471.0345
859363,184.0,40.0,0.8,3691.926
859364,167.0,20.0,0.9,3468.3728
859369,98.0,50.0,0.6,7124.8984
859422,247.0,20.0,0.5,3561.8337
859515,118.0,30.0,0.4,4209.834
859532,175.0,40.0,0.4,5528.0737
859534,98.0,40.0,0.9,5790.7534
859548,195.0,30.0,0.8,5357.8677
859582,210.0,40.0,0.9,1563.9438
859585,168.0,20.0,0.9,3483.5115
859590,225.0,40.0,0.8,3154.1968
859596,208.0,40.0,0.9,3877.2278
859611,218.0,40.0,0.9,1262.3153
859636,214.0,60.0,0.7,529.3532
859640,173.0,40.0,0.7,5477.5386
859650,128.0,40.0,0.2,2832.364
859666,155.0,40.0,0.9,3078.6667
859719,101.0,50.0,0.6,5633.5938
859815,104.0,20.0,0.1,5086.5366
859823,208.0,50.0,0.8,5127.335
859837,236.0,20.0,0.9,2913.5679
859840,52.0,40.0,0.8,971.2038
859865,110.0,30.0,0.3,4172.0796
859895,165.0,20.0,0.1,4361.2456
859896,206.0,40.0,0.9,3218.0957
859902,173.0,30.0,0.8,1633.2363
859929,90.0,40.0,0.8,4507.066
859931,129.0,30.0,0.8,2858.1243
859947,200.0,40.0,0.4,4984.604
859958,99.0,40.0,0.2,9684.208
859973,100.0,30.0,0.8,3364.024
860028,304.0,50.0,0.9,5578.186
860029,153.0,20.0,0.3,2614.9246
860030,263.0,30.0,0.8,2127.255
860062,125.0,30.0,0.9,3802.5728
860074,120.0,30.0,0.6,5427.9336
860087,100.0,30.0,0.1,5267.4565
860103,239.0,70.0,0.6,1924.038
860117,153.0,40.0,0.9,4752.8643
860131,264.0,50.0,0.9,3160.3389
860193,139.0,30.0,0.6,5930.25
860209,140.0,30.0,0.6,3777.4353
860233,100.0,20.0,0.1,2958.2769
860236,44.0,30.0,0.7,9694.044
860244,198.0,50.0,0.7,7086.0996
860253,108.0,40.0,0.9,5207.1606
860326,279.0,40.0,0.9,1781.0354
860361,221.0,30.0,0.9,3740.055
860398,190.0,40.0,0.9,4473.4
860400,184.0,50.0,0.4,4288.3027
860406,82.0,20.0,0.8,2984.3584
860419,191.0,30.0,0.9,1754.9507
860457,192.0,30.0,0.7,4885.0894
860463,196.0,50.0,0.9,1790.742
860488,255.0,20.0,0.1,2732.8381
860508,117.0,30.0,0.9,3996.9568
860546,177.0,40.0,0.4,10627.178
860550,155.0,40.0,0.2,5245.614
860555,141.0,50.0,0.8,8741.56
860567,222.0,40.0,0.9,5502.718
860613,160.0,20.0,0.8,10812.858
860623,116.0,40.0,0.8,650.00934
860652,85.0,20.0,0.1,6249.3696
860674,274.0,40.0,0.9,1430.424
860705,209.0,40.0,0.8,1983.4987
860729,196.0,20.0,0.2,5337.228
860833,92.0,30.0,0.1,2933.373
860834,193.0,20.0,0.8,3362.4387
860844,161.0,50.0,0.7,3525.7456
860848,229.0,60.0,0.3,1582.5446
860881,107.0,30.0,0.2,2084.13
860882,253.0,30.0,0.8,242.55156
860924,109.0,30.0,0.6,3719.1838
860961,161.0,20.0,0.9,4284.429
860970,218.0,50.0,0.7,1977.2749
860975,259.0,20.0,0.8,1589.6527
860991,112.0,40.0,0.7,7091.675
861000,48.0,10.0,0.4,3117.0
861003,128.0,60.0,0.8,4193.1724
861023,109.0,30.0,0.1,3319.9172
861026,72.0,20.0,0.5,5486.724
861069,89.0,30.0,0.7,2744.929
861073,189.0,30.0,0.5,886.6139
861092,144.0,30.0,0.9,1342.9143
861180,208.0,20.0,0.1,5294.72
861188,177.0,40.0,0.7,3629.5908
861277,158.0,40.0,0.9,1257.6658
861350,277.0,30.0,0.3,7969.0986
861363,99.0,30.0,0.1,3762.7593
861448,96.0,20.0,0.6,5260.1187
861461,117.0,50.0,0.2,6163.2285
861467,167.0,50.0,0.1,4055.5747
861474,122.0,30.0,0.9,2869.1208
861499,106.0,20.0,0.9,5393.8584
861531,255.0,40.0,0.2,4216.7344
861546,115.0,40.0,0.4,2595.9402
861570,186.0,30.0,0.9,7149.7896
861576,68.0,30.0,0.3,4483.5894
861597,183.0,80.0,0.7,3643.0884
861617,265.0,40.0,0.7,1142.2523
861659,86.0,30.0,0.4,5102.4976
861681,134.0,30.0,0.7,5632.251
861713,111.0,30.0,0.8,4119.374
861733,114.0,30.0,0.8,2048.2637
861741,141.0,20.0,0.3,3862.5007
861757,96.0,40.0,0.9,10556.508
861811,161.0,30.0,0.2,4091.974
861820,150.0,20.0,0.6,1971.9504
861850,112.0,20.0,0.1,4210.501
861856,96.0,40.0,0.9,4616.722
861884,112.0,50.0,0.9,6015.306
861895,103.0,40.0,0.1,4773.832
861911,94.0,20.0,0.4,5919.33
861913,96.0,30.0,0.8,4408.9653
861941,98.0,50.0,0.9,1250.6569
861960,225.0,20.0,0.8,3718.3276
861971,101.0,20.0,0.7,4683.4087
862007,168.0,20.0,0.2,5620.198
862031,237.0,30.0,0.8,2022.6951
862128,165.0,40.0,0.9,2958.5657
862143,262.0,50.0,0.4,6200.82
862169,51.0,30.0,0.2,3196.8477
862188,193.0,20.0,0.8,796.62726
862201,108.0,40.0,0.9,4115.1665
862220,219.0,20.0,0.6,4775.746
862286,274.0,50.0,0.9,5850.178
862293,189.0,30.0,0.9,5284.7666
862349,116.0,30.0,0.7,5461.25
862350,91.0,30.0,0.4,1887.6641
862390,227.0,30.0,0.8,2038.3826
862393,286.0,40.0,0.9,6316.51
862425,115.0,30.0,0.5,726.10626
862458,221.0,30.0,0.5,871.9336
862466,172.0,30.0,0.5,5181.7837
862470,106.0,30.0,0.2,5100.95
862476,48.0,50.0,0.9,3014.2837
862479,143.0,40.0,0.7,1228.6106
862536,166.0,30.0,0.8,10554.76
862559,146.0,20.0,0.7,5843.7495
862588,191.0,40.0,0.6,2876.198
862597,113.0,40.0,0.2,5188.9346
862613,267.0,40.0,0.9,2894.0662
862654,93.0,20.0,0.7,2804.162
862664,129.0,20.0,0.6,8437.513
862677,172.0,20.0,0.4,6691.6577
862705,187.0,30.0,0.2,1382.1616
862706,91.0,30.0,0.8,910.4712
862718,227.0,40.0,0.6,6386.721
862741,156.0,30.0,0.5,4281.3086
862772,225.0,40.0,0.9,5691.7886
862799,198.0,50.0,0.8,1268.8344
862815,128.0,30.0,0.3,927.6805
862853,157.0,20.0,0.1,4020.593
862873,106.0,40.0,0.8,5586.0674
862881,167.0,60.0,0.9,2674.7937
862918,100.0,80.0,0.6,4787.8755
862966,158.0,20.0,0.9,4491.609
863019,152.0,20.0,0.5,1145.537
863032,84.0,20.0,0.8,2775.3738
863035,241.0,20.0,0.7,1011.458
863044,107.0,10.0,0.7,3890.4407
863051,280.0,30.0,0.9,4112.3647
863055,114.0,30.0,0.1,5001.99
863134,80.0,50.0,0.7,2310.2522
863183,6.0,30.0,0.2,3780.1833
863191,219.0,30.0,0.9,1691.1917
863225,130.0,50.0,0.9,1452.3434
863251,137.0,40.0,0.2,1170.3811
863257,103.0,40.0,0.5,2940.7559
863280,269.0,40.0,0.8,4914.709
863289,178.0,20.0,0.9,1977.1362
863291,191.0,30.0,0.9,4780.0664
863296,104.0,30.0,0.9,1343.9946
863339,190.0,50.0,0.8,4273.6436
863340,100.0,30.0,0.1,5347.6978
863345,122.0,40.0,0.2,4124.4536
863350,72.0,20.0,0.6,5791.891
863366,138.0,40.0,0.9,3657.198
863381,202.0,50.0,0.6,6194.6772
863418,164.0,40.0,0.7,7481.5176
863443,97.0,20.0,0.8,4637.468
863456,151.0,40.0,0.8,2717.172
863478,174.0,40.0,0.7,6994.7485
863479,84.0,30.0,0.9,1058.3423
863513,122.0,40.0,0.6,4581.2734
863519,80.0,20.0,0.1,1246.9973
863548,87.0,20.0,0.9,1368.8586
863554,189.0,40.0,0.8,10017.6045
863565,86.0,50.0,0.3,4736.6665
863597,195.0,30.0,0.9,1161.372
863612,199.0,20.0,0.3,2120.8203
863644,276.0,20.0,0.9,4685.4365
863657,75.0,40.0,0.1,1772.414
863658,72.0,30.0,0.8,3724.6501
863684,204.0,20.0,0.8,7133.2217
863692,101.0,30.0,0.8,4043.9307
863747,107.0,30.0,0.7,3343.4795
863773,62.0,30.0,0.4,5342.902
863806,64.0,30.0,0.1,2977.81
863809,239.0,40.0,0.8,5329.914
863835,112.0,20.0,0.6,4370.523
863853,186.0,50.0,0.9,1772.5568
863863,174.0,30.0,0.4,3092.2903
863877,163.0,50.0,0.9,9374.936
863879,123.0,40.0,0.1,3257.1714
863901,243.0,40.0,0.4,4197.9375
863943,108.0,20.0,0.1,4761.34
863959,256.0,20.0,0.6,1828.3889
863973,96.0,30.0,0.7,4296.858
863998,208.0,40.0,0.9,7205.8193
864014,75.0,40.0,0.1,4472.0776
864052,6.0,50.0,0.6,6081.6924
864074,296.0,50.0,0.7,1142.6504
864104,170.0,50.0,0.9,4193.176
864135,177.0,30.0,0.8,1060.3397
864150,131.0,20.0,0.4,3828.4287
864192,152.0,30.0,0.6,10194.844
864258,185.0,20.0,0.3,3941.8489
864259,213.0,30.0,0.7,3423.0178
864266,288.0,40.0,0.9,4377.132
864319,118.0,20.0,0.9,1473.5819
864336,142.0,30.0,0.6,3076.301
864338,119.0,40.0,0.6,3564.115
864354,88.0,40.0,0.2,3487.7307
864356,132.0,20.0,0.9,2135.574
864358,93.0,70.0,0.5,2273.2866
864368,129.0,40.0,0.9,6355.0146
864394,81.0,30.0,0.7,4611.4766
864437,84.0,40.0,0.8,4782.2456
864451,131.0,40.0,0.9,4793.076
864520,146.0,50.0,0.1,3617.4636
864584,93.0,40.0,0.3,3835.9326
864659,186.0,30.0,0.6,2559.284
864700,95.0,30.0,0.6,2236.012
